EmployeeNumber;StandardHours;Typeofcontract;Age;Gender;MaritalStatus;Education;EducationField;BusinessTravel;DistanceFromHome;Department;JobLevel;JobRole;Salaryineuros;PensionPlan;OverTime;PerformanceRating;PercentageSalaryincrease;TalentStatus;Sicknessdays;NumCompaniesWorked;TotalWorkingYears;TrainingTimes;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;YearsInCurrentRoleCat;RecruitmentCosts;EnvironmentSatisfaction;ManagerSatisfaction;JobInvolvement;JobSatisfaction;JobSatisfactionCont;Flightrisklikelihoodin2021;Leftthecompanyin2022;OverTimeVal;PensionPlanVal;TalentStatusVal;JobRoleVal;BusinessTravelVal;EducationFieldVal;MaritalStatusVal;GenderVal;TypeOfContractVal;DepartmentValt;EducationVal
EMPLID0031049;40;Permanent;45;Male;Single;MsC;Business Administration;Travel_Rarely;24;Head office;1;Human Resources;26124;Yes;No;2;16;Contributor A;4;1;6;3;3;6;1;0;4; ;0;2;1;3;3;75;50;0;0;1;1;9;1;5;3;2;1;2;1
EMPLID0031050;40;Permanent;53;Female;Married;BsC;Marketing & Sales;Travel_Frequently;2;Local Branch;3;Branch Representative;90300;Yes;No;2;12;Contributor B;7;2;30;2;3;15;5;6;12; ;9030;3;1;2;3;75;33;0;0;1;3;1;3;3;1;1;1;3;2
EMPLID0031052;40;Permanent;36;Male;Divorced;BsC;Other;Travel_Rarely;15;Local Branch;2;Call center agent;58008;Yes;No;2;14;Contributor B;7;7;17;3;2;9;8;0;0; ;5221;1;2;3;1;5;82;1;0;1;3;2;1;2;2;2;1;3;2
EMPLID0031053;40;Permanent;26;Male;Married;BsC;Finance & Economics;Travel_Frequently;2;Local Branch;1;Financial Advisor;24504;Yes;Yes;2;14;Contributor B;5;6;21;2;3;18;17;1;2; ;980;1;2;3;2;38;58;1;1;1;3;5;3;1;1;2;1;3;2
EMPLID0031055;40;Temporary;34;Female;Married;MsC;Finance & Economics;Travel_Rarely;10;Head office;1;Office Support function;26640;Yes;Yes;1;19;Contributor B;6;1;7;2;3;7;6;0;0; ;799;3;4;3;1;4;15;0;1;1;3;6;1;1;1;1;2;2;1
EMPLID0031056;40;Permanent;28;Male;Married;High school diploma;Business Administration;Travel_Rarely;10;Head office;1;Office Support function;12624;Yes;No;4;22;Contributor A;6;1;7;5;3;7;6;0;0; ;505;4;2;3;3;50;1;0;0;1;1;6;1;5;1;2;1;2;4
EMPLID0031060;40;Permanent;38;Male;Married;MsC;Other;Travel_Frequently;3;Local Branch;1;Financial Advisor;33852;Yes;No;2;16;Contributor B;10;3;12;2;3;6;5;2;2; ;0;3;1;3;4;83;33;0;0;1;3;5;3;2;1;2;1;3;1
EMPLID0031061;40;Permanent;50;Male;Married;MsC;Business Administration;Travel_Rarely;2;Management;5;Branch Manager;230844;Yes;Yes;1;11;Contributor B;10;2;29;2;2;8;7;7;7; ;34627;2;4;3;4;93;0;0;1;1;3;7;1;5;1;2;1;1;1
EMPLID0031062;40;Permanent;37;Female;Single;BsC;IT & Operations;Travel_Rarely;3;Head office;2;IT developer;49284;Yes;No;2;15;Contributor A;6;3;8;3;2;4;1;0;1; ;2957;4;1;3;3;59;28;0;0;1;1;4;1;4;3;1;1;2;2
EMPLID0031066;40;Permanent;40;Male;Married;BsC;Marketing & Sales;Travel_Rarely;26;Local Branch;2;Branch Representative;100752;Yes;No;3;14;Contributor B;7;1;11;3;2;10;9;7;5; ;6045;3;2;3;3;51;7;0;0;1;3;1;1;3;1;2;1;3;2
EMPLID0031068;40;Permanent;26;Female;Divorced;High school diploma;Business Administration;Travel_Frequently;1;Local Branch;1;Financial Advisor;24084;Yes;No;1;13;Rising Star;7;1;10;5;3;10;9;1;3; ;482;1;3;2;4;92;2;0;0;1;4;5;3;5;2;1;1;3;4
EMPLID0031069;40;Permanent;46;Male;Divorced;MsC;Business Administration;Travel_Rarely;1;Management;5;Branch Manager;235524;Yes;No;3;17;Rising Star;5;9;39;0;3;18;17;2;2; ;37684;4;4;3;4;97;25;0;0;1;4;7;1;5;2;2;1;1;1
EMPLID0031070;40;Permanent;54;Female;Married;MsC;Finance & Economics;Travel_Rarely;2;Local Branch;3;Branch Representative;128232;Yes;No;3;11;Contributor B;2;6;15;4;3;11;10;7;0; ;14106;3;2;2;4;96;7;0;0;1;3;1;1;1;1;1;1;3;1
EMPLID0031071;40;Permanent;56;Female;Married;BsC;Business Administration;Travel_Frequently;9;Local Branch;1;Financial Advisor;35304;Yes;No;2;19;Contributor B;7;2;23;4;3;10;9;0;3; ;353;1;2;3;3;71;2;0;0;1;3;5;3;5;1;1;1;3;2
EMPLID0031073;40;Permanent;36;Female;Single;PhD;Business Administration;Travel_Rarely;12;Head office;3;Marketeer;106296;Yes;No;3;11;Contributor A;5;0;15;2;2;14;14;7;8; ;10630;4;2;2;3;68;38;0;0;1;1;3;1;5;3;1;1;2;5
EMPLID0031074;40;Permanent;55;Male;Single;High school diploma;Business Administration;Non-Travel;2;Management;4;Team Manager;201072;Yes;No;3;15;Contributor A;4;7;31;3;4;9;7;6;2; ;30161;3;2;2;3;68;8;0;0;1;1;8;2;5;3;2;1;1;4
EMPLID0031076;40;Permanent;43;Male;Divorced;BsC;Business Administration;Travel_Rarely;25;Local Branch;3;Branch Representative;129576;Yes;No;2;13;Contributor B;7;5;18;5;3;1;1;0;0; ;15549;3;3;2;4;99;27;0;0;1;3;1;1;5;2;2;1;3;2
EMPLID0031077;40;Permanent;20;Female;Single;BsC;Marketing & Sales;Travel_Frequently;9;Head office;1;Office Support function;27876;Yes;Yes;3;14;Contributor A;4;1;14;3;3;14;13;0;2; ;1115;4;2;3;1;22;61;1;1;1;1;6;3;3;3;1;1;2;2
EMPLID0031079;40;Permanent;21;Female;Single;BsC;Finance & Economics;Travel_Rarely;10;Local Branch;1;Call center agent;16992;Yes;No;3;13;Contributor A;11;1;16;6;2;16;15;1;0; ;680;3;1;2;1;10;82;1;0;1;1;2;1;1;3;1;1;3;2
EMPLID0031080;40;Permanent;46;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;8;Local Branch;2;Financial Advisor;55380;Yes;Yes;4;23;Key Talent;6;8;19;2;3;16;11;1;7; ;2215;4;1;2;4;76;32;0;1;1;2;5;1;1;2;1;1;3;1
EMPLID0031081;40;Permanent;51;Male;Married;MsC;Finance & Economics;Travel_Rarely;4;Local Branch;1;Financial Advisor;29532;Yes;Yes;3;12;Key Talent;9;9;24;2;4;16;15;2;7; ;886;1;3;3;1;5;82;1;1;1;2;5;1;1;1;2;1;3;1
EMPLID0031082;40;Permanent;28;Male;Single;Associate's degree;IT & Operations;Non-Travel;24;Head office;3;IT developer;104664;Yes;No;2;12;Contributor A;4;1;14;2;2;14;13;1;9; ;11513;2;1;2;1;24;53;1;0;1;1;4;2;4;3;2;1;2;3
EMPLID0031083;40;Permanent;26;Male;Married;Associate's degree;Business Administration;Travel_Rarely;1;Local Branch;1;Call center agent;47460;Yes;No;3;16;Rising Star;7;1;6;2;3;5;1;1;3; ;949;1;1;2;3;52;34;0;0;1;4;2;1;5;1;2;1;3;3
EMPLID0031084;40;Permanent;30;Male;Married;BsC;Other;Travel_Rarely;20;Head office;2;Marketeer;119484;Yes;No;2;15;Contributor B;8;0;7;1;2;6;2;0;2; ;9559;3;3;3;3;68;0;0;0;1;3;3;1;2;1;2;1;2;2
EMPLID0031085;40;Temporary;41;Female;Married;Associate's degree;IT & Operations;Travel_Rarely;7;Local Branch;1;Financial Advisor;40512;Yes;No;1;13;Contributor A;5;1;10;3;3;10;10;0;8; ;1215;2;3;4;3;71;4;0;0;1;1;5;1;4;1;1;2;3;3
EMPLID0031088;40;Permanent;38;Female;Married;High school diploma;IT & Operations;Travel_Rarely;17;Head office;3;IT developer;105876;Yes;No;1;18;Contributor B;5;0;20;4;2;19;3;1;9; ;11646;3;1;2;3;57;36;0;0;1;3;4;1;4;1;1;1;2;4
EMPLID0031092;40;Permanent;40;Male;Married;MsC;IT & Operations;Travel_Rarely;20;Head office;3;IT developer;123864;Yes;No;4;20;Contributor B;5;4;14;6;3;11;11;11;1; ;14864;1;4;3;4;97;39;0;0;1;3;4;1;4;1;2;1;2;1
EMPLID0031094;40;Permanent;27;Male;Married;PhD;Finance & Economics;Non-Travel;8;Local Branch;1;Call center agent;55452;Yes;No;2;19;Key Talent;8;1;3;4;3;3;1;1;2; ;2218;1;4;1;3;57;10;0;0;1;2;2;2;1;1;2;1;3;5
EMPLID0031096;40;Permanent;55;Male;Married;High school diploma;Finance & Economics;Travel_Frequently;2;Head office;3;Marketeer;131712;Yes;No;3;18;Contributor B;4;3;35;4;3;15;14;1;2; ;10537;4;2;3;4;77;43;0;0;1;3;3;3;1;1;2;1;2;4
EMPLID0031097;40;Permanent;28;Female;Single;BsC;Other;Travel_Rarely;10;Local Branch;2;Financial Advisor;43920;Yes;No;2;13;Contributor A;5;3;10;4;4;8;8;1;7; ;3514;3;4;3;4;96;0;0;0;1;1;5;1;2;3;1;1;3;2
EMPLID0031098;40;Permanent;44;Male;Married;Associate's degree;Business Administration;Travel_Rarely;1;Head office;3;Human Resources;125784;Yes;No;2;14;Contributor B;6;9;24;1;3;20;8;3;6; ;15094;2;4;2;1;18;99;1;0;1;3;9;1;5;1;2;1;2;3
EMPLID0031099;40;Permanent;33;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;5;Head office;3;IT developer;85428;Yes;No;3;15;Contributor B;6;4;9;2;3;3;3;1;2; ;10251;4;3;2;3;59;18;0;0;1;3;4;1;1;2;2;1;2;2
EMPLID0031100;40;Permanent;35;Male;Single;BsC;IT & Operations;Travel_Rarely;4;Local Branch;3;Branch Representative;114984;Yes;Yes;4;22;Contributor A;6;0;17;2;3;16;15;4;7; ;9199;4;1;3;4;86;53;1;1;1;1;1;1;4;3;2;1;3;2
EMPLID0031101;40;Permanent;33;Female;Single;MsC;Business Administration;Travel_Frequently;29;Local Branch;2;Financial Advisor;54096;Yes;No;4;22;Contributor A;4;1;14;4;3;13;3;3;8; ;2164;1;2;2;1;18;62;1;0;1;1;5;3;5;3;1;1;3;1
EMPLID0031102;40;Permanent;28;Male;Divorced;Associate's degree;Finance & Economics;Travel_Rarely;15;Local Branch;1;Call center agent;26484;Yes;No;1;16;Contributor B;6;1;4;5;2;4;2;2;2; ;530;1;4;3;3;56;7;0;0;1;3;2;1;1;2;2;1;3;3
EMPLID0031103;40;Permanent;34;Male;Single;High school diploma;Finance & Economics;Travel_Frequently;3;Head office;2;IT developer;93072;Yes;No;3;17;Contributor A;4;0;19;1;2;18;17;0;4; ;6515;1;3;3;4;99;14;0;0;1;1;4;3;1;3;2;1;2;4
EMPLID0031105;40;Permanent;37;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;10;Local Branch;2;Branch Representative;80328;Yes;Yes;2;14;Key Talent;6;2;11;5;3;4;3;0;0; ;4016;4;3;2;2;45;37;0;1;1;2;1;1;1;2;1;1;3;1
EMPLID0031106;40;Permanent;25;Male;Married;High school diploma;IT & Operations;Travel_Rarely;4;Local Branch;1;Call center agent;44292;Yes;Yes;1;15;Contributor B;5;1;9;3;4;9;8;5;6; ;886;4;2;3;1;20;53;1;1;1;3;2;1;4;1;2;1;3;4
EMPLID0031107;40;Temporary;26;Male;Divorced;BsC;Business Administration;Travel_Rarely;21;Local Branch;1;Call center agent;28524;Yes;No;4;20;Contributor B;5;1;14;0;2;14;13;0;0; ;570;1;3;3;1;4;60;1;0;1;3;2;1;5;2;2;2;3;2
EMPLID0031108;40;Temporary;33;Male;Single;BsC;Business Administration;Travel_Rarely;25;Local Branch;1;Financial Advisor;27756;Yes;Yes;4;20;Contributor A;2;4;20;0;3;17;16;2;2; ;278;1;2;2;1;23;97;1;1;1;1;5;1;5;3;2;2;3;2
EMPLID0031109;40;Temporary;42;Male;Married;Associate's degree;Business Administration;Travel_Rarely;2;Management;4;Team Manager;211980;Yes;No;2;17;Contributor B;7;0;23;3;3;22;8;13;7; ;29677;4;4;3;3;64;34;0;0;1;3;8;1;5;1;2;2;1;3
EMPLID0031111;40;Temporary;28;Male;Divorced;BsC;Business Administration;Travel_Frequently;1;Local Branch;1;Call center agent;31152;Yes;No;2;15;Rising Star;8;1;14;2;3;14;13;0;0; ;935;1;1;2;1;24;53;1;0;1;4;2;3;5;2;2;2;3;2
EMPLID0031113;40;Temporary;50;Male;Single;MsC;Other;Travel_Frequently;1;Local Branch;2;Branch Representative;56736;Yes;Yes;1;14;Contributor A;6;3;10;4;3;5;4;0;0; ;3404;4;4;3;1;9;89;1;1;1;1;1;3;2;3;2;2;3;1
EMPLID0031114;40;Permanent;33;Female;Married;BsC;Finance & Economics;Travel_Frequently;7;Local Branch;2;Branch Representative;51624;Yes;No;2;17;Contributor B;7;0;4;3;3;3;1;0;2; ;2065;4;3;3;2;26;11;0;0;1;3;1;3;1;1;1;1;3;2
EMPLID0031115;40;Permanent;34;Male;Married;MsC;Finance & Economics;Non-Travel;3;Local Branch;1;Financial Advisor;35748;Yes;No;3;17;Key Talent;7;3;14;2;3;8;7;0;0; ;715;3;4;2;2;33;18;0;0;1;2;5;2;1;1;2;1;3;1
EMPLID0031116;40;Permanent;48;Male;Single;MsC;Business Administration;Non-Travel;1;Management;4;Team Manager;202620;Yes;No;4;22;Contributor A;10;2;31;3;2;9;8;2;1; ;26341;1;3;4;4;100;22;0;0;1;1;8;2;5;3;2;1;1;1
EMPLID0031117;40;Permanent;45;Female;Married;MsC;Finance & Economics;Non-Travel;9;Local Branch;2;Branch Representative;67116;Yes;No;3;13;Contributor B;10;1;15;2;3;15;1;4;12; ;3356;2;4;2;3;72;40;0;0;1;3;1;2;1;1;1;1;3;1
EMPLID0031118;40;Permanent;52;Male;Single;MsC;Finance & Economics;Travel_Rarely;7;Head office;3;IT developer;125340;Yes;No;3;19;Contributor A;6;7;24;4;3;14;13;4;0; ;11281;2;4;3;3;54;5;0;0;1;1;4;1;1;3;2;1;2;1
EMPLID0031119;40;Permanent;38;Male;Divorced;MsC;Marketing & Sales;Travel_Rarely;10;Local Branch;3;Branch Representative;104880;Yes;Yes;2;14;Rising Star;5;0;9;2;3;8;1;2;7; ;12586;3;2;2;4;82;16;0;1;1;4;1;1;3;2;2;1;3;1
EMPLID0031120;40;Permanent;29;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;28;Local Branch;1;Financial Advisor;30168;Yes;No;4;22;Contributor B;5;4;11;1;3;7;3;1;7; ;905;3;1;3;3;66;25;0;0;1;3;5;1;1;2;1;1;3;1
EMPLID0031121;40;Permanent;28;Female;Divorced;BsC;Business Administration;Travel_Rarely;3;Head office;3;Marketeer;91860;Yes;No;1;17;Key Talent;6;0;10;3;2;9;7;1;7; ;9186;4;2;3;4;100;13;0;0;1;2;3;1;5;2;1;1;2;2
EMPLID0031124;40;Permanent;46;Male;Married;High school diploma;Marketing & Sales;Travel_Rarely;3;Management;4;Team Manager;209580;Yes;No;2;12;Contributor B;4;3;23;3;3;12;11;4;9; ;29341;1;4;3;3;66;9;0;0;1;3;8;1;3;1;2;1;1;4
EMPLID0031125;40;Permanent;38;Male;Single;Associate's degree;Marketing & Sales;Travel_Rarely;2;Local Branch;3;Branch Representative;88212;Yes;No;3;16;Contributor A;4;7;16;2;3;7;6;0;0; ;10585;4;3;3;2;44;37;0;0;1;1;1;1;3;3;2;1;3;3
EMPLID0031126;40;Permanent;43;Female;Married;BsC;Finance & Economics;Travel_Frequently;27;Head office;3;Marketeer;129840;Yes;No;2;11;Contributor B;5;8;18;1;3;8;2;0;1; ;11686;3;3;3;3;72;26;0;0;1;3;3;3;1;1;1;1;2;2
EMPLID0031127;40;Permanent;39;Male;Divorced;BsC;IT & Operations;Travel_Frequently;2;Head office;4;IT developer;146028;Yes;No;3;11;Key Talent;5;7;21;4;3;18;4;11;5; ;20444;1;4;3;1;20;72;1;0;1;2;4;3;4;2;2;1;2;2
EMPLID0031128;40;Permanent;40;Male;Single;BsC;Business Administration;Travel_Rarely;14;Management;5;Branch Manager;235512;Yes;No;2;14;Contributor A;5;1;21;2;4;20;3;4;9; ;47102;3;1;2;4;80;22;0;0;1;1;7;1;5;3;2;1;1;2
EMPLID0031131;40;Permanent;21;Female;Single;High school diploma;IT & Operations;Travel_Rarely;1;Local Branch;1;Financial Advisor;24840;Yes;Yes;1;11;Contributor A;8;1;2;6;4;2;1;2;2; ;0;4;3;2;4;75;3;0;1;1;1;5;1;4;3;1;1;3;4
EMPLID0031132;40;Permanent;39;Male;Single;BsC;Finance & Economics;Non-Travel;9;Local Branch;2;Call center agent;81384;Yes;No;2;15;Contributor A;7;9;9;2;2;5;1;0;3; ;3255;3;3;3;4;75;36;0;0;1;1;2;2;1;3;2;1;3;2
EMPLID0031133;40;Permanent;36;Male;Single;MsC;Finance & Economics;Non-Travel;18;Head office;2;Marketeer;93348;Yes;No;4;20;Contributor A;8;2;18;0;3;11;6;0;9; ;3734;1;1;3;3;62;8;0;0;1;1;3;2;1;3;2;1;2;1
EMPLID0031135;40;Permanent;31;Male;Married;BsC;Finance & Economics;Travel_Frequently;20;Head office;1;Office Support function;33492;Yes;No;1;12;Contributor B;6;0;3;4;3;2;1;2;2; ;0;3;1;4;3;52;10;0;0;1;3;6;3;1;1;2;1;2;2
EMPLID0031136;40;Permanent;28;Male;Married;High school diploma;Finance & Economics;Travel_Rarely;2;Local Branch;1;Financial Advisor;38412;Yes;No;3;17;Contributor A;9;0;6;2;1;5;3;0;4; ;384;1;1;2;3;64;42;0;0;1;1;5;1;1;1;2;1;3;4
EMPLID0031137;40;Permanent;35;Male;Divorced;Associate's degree;Marketing & Sales;Travel_Frequently;11;Local Branch;2;Branch Representative;59616;Yes;No;2;11;Contributor B;7;1;5;3;3;5;2;0;2; ;2981;4;4;3;4;95;21;0;0;1;3;1;3;3;2;2;1;3;3
EMPLID0031138;40;Permanent;49;Male;Married;MsC;IT & Operations;Travel_Rarely;8;Local Branch;4;Branch Representative;157440;Yes;No;3;17;Contributor B;3;6;22;3;3;9;1;2;3; ;20467;4;2;2;3;50;24;0;0;1;3;1;1;4;1;2;1;3;1
EMPLID0031140;40;Temporary;34;Male;Single;Associate's degree;Finance & Economics;Travel_Frequently;2;Head office;2;Marketeer;48396;Yes;No;2;11;Contributor A;5;2;14;3;2;12;11;0;2; ;2420;4;4;3;3;57;32;0;0;1;1;3;3;1;3;2;2;2;3
EMPLID0031143;40;Temporary;29;Female;Divorced;BsC;Finance & Economics;Travel_Frequently;10;Local Branch;1;Financial Advisor;39492;Yes;No;1;14;Rising Star;4;0;8;2;2;7;1;1;1; ;1580;4;4;3;4;78;27;0;0;1;4;5;3;1;2;1;2;3;2
EMPLID0031148;40;Temporary;42;Male;Single;BsC;Business Administration;Travel_Rarely;29;Local Branch;2;Call center agent;51264;Yes;No;2;19;Contributor A;4;4;28;3;3;13;12;0;0; ;4614;2;1;1;4;88;29;0;0;1;1;2;1;5;3;2;2;3;2
EMPLID003115;40;Temporary;37;Male;Divorced;MsC;Marketing & Sales;Travel_Frequently;4;Head office;1;Office Support function;33516;Yes;No;3;17;Contributor B;7;4;17;2;3;13;12;5;8; ;670;1;3;3;3;58;27;0;0;1;3;6;3;3;2;2;2;2;1
EMPLID0031150;40;Temporary;29;Male;Married;High school diploma;Business Administration;Travel_Rarely;8;Head office;2;Marketeer;60672;Yes;Yes;1;15;Contributor B;1;1;10;2;2;10;9;1;2; ;4247;2;3;2;4;95;17;0;1;1;3;3;1;5;1;2;2;2;4
EMPLID0031152;40;Temporary;38;Male;Married;BsC;Human Resources;Travel_Rarely;1;Head office;1;Human Resources;34128;Yes;No;2;13;Contributor B;5;1;13;2;4;13;12;5;0; ;0;3;4;4;2;49;3;0;0;1;3;9;1;9;1;2;2;2;2
EMPLID0031154;40;Permanent;28;Male;Divorced;BsC;Finance & Economics;Travel_Frequently;6;Local Branch;1;Financial Advisor;32436;Yes;Yes;3;14;Contributor B;7;1;5;2;3;5;4;0;2; ;324;3;4;2;3;69;35;0;1;1;3;5;3;1;2;2;1;3;2
EMPLID0031156;40;Permanent;18;Male;Single;High school diploma;Business Administration;Non-Travel;8;Local Branch;1;Call center agent;22848;Yes;No;2;12;Contributor A;7;1;3;0;3;3;2;0;0; ;228;3;4;3;1;8;85;1;0;1;1;2;2;5;3;2;1;3;4
EMPLID0031157;40;Permanent;33;Female;Single;MsC;Marketing & Sales;Travel_Rarely;9;Local Branch;2;Branch Representative;98688;Yes;Yes;2;17;Contributor A;5;0;19;3;3;18;17;0;3; ;5921;1;1;3;3;72;69;1;1;1;1;1;1;3;3;1;1;3;1
EMPLID0031158;40;Permanent;41;Male;Married;MsC;Finance & Economics;Travel_Rarely;12;Local Branch;1;Call center agent;57192;Yes;Yes;2;11;Contributor B;6;3;8;4;3;3;2;0;0; ;0;2;1;3;4;80;33;0;1;1;3;2;1;1;1;2;1;3;1
EMPLID0031160;40;Permanent;31;Male;Married;BsC;Business Administration;Travel_Frequently;15;Local Branch;1;Call center agent;31320;Yes;No;1;12;Contributor B;5;1;18;5;2;18;17;2;2; ;626;3;3;3;1;12;60;1;0;1;3;2;3;5;1;2;1;3;2
EMPLID0031161;40;Permanent;37;Female;Divorced;Associate's degree;IT & Operations;Travel_Rarely;25;Head office;2;IT developer;68772;Yes;No;2;13;Rising Star;7;7;11;2;3;8;7;1;3; ;4814;3;3;2;4;95;13;0;0;1;4;4;1;4;2;1;1;2;3
EMPLID0031162;40;Permanent;27;Male;Married;BsC;Finance & Economics;Travel_Rarely;6;Local Branch;1;Financial Advisor;30468;Yes;No;2;13;Contributor B;9;1;6;0;3;6;5;2;2; ;609;4;3;2;4;83;17;0;0;1;3;5;1;1;1;2;1;3;2
EMPLID0031163;40;Permanent;34;Female;Married;High school diploma;Finance & Economics;Travel_Rarely;9;Local Branch;2;Branch Representative;68568;Yes;No;4;20;Contributor A;1;1;6;3;2;6;4;1;3; ;6171;2;1;3;4;84;36;0;0;1;1;1;1;1;1;1;1;3;4
EMPLID0031164;40;Permanent;35;Male;Single;MsC;IT & Operations;Travel_Rarely;8;Head office;1;Human Resources;51876;Yes;No;1;17;Contributor A;6;1;6;2;1;5;5;1;4; ;519;3;2;3;4;76;42;0;0;1;1;9;1;4;3;2;1;2;1
EMPLID0031165;40;Permanent;29;Female;Married;High school diploma;Finance & Economics;Travel_Rarely;23;Local Branch;3;Branch Representative;88032;Yes;No;2;13;Contributor B;6;1;11;3;1;11;1;3;10; ;9684;4;1;2;2;34;91;1;0;1;3;1;1;1;1;1;1;3;4
EMPLID0031166;40;Permanent;40;Female;Single;MsC;Business Administration;Travel_Frequently;9;Management;3;Branch Manager;161988;Yes;No;2;17;Contributor A;2;9;20;3;2;18;8;2;13; ;19439;2;3;3;2;33;12;0;0;1;1;7;3;5;3;1;1;1;1
EMPLID0031167;40;Permanent;42;Male;Single;BsC;Finance & Economics;Travel_Frequently;12;Local Branch;4;Branch Representative;165096;Yes;Yes;2;12;Contributor A;2;0;22;2;2;21;4;13;14; ;24764;3;2;3;2;37;53;1;1;1;1;1;3;1;3;2;1;3;2
EMPLID0031171;40;Temporary;42;Male;Single;MsC;Marketing & Sales;Travel_Rarely;4;Local Branch;2;Branch Representative;61860;Yes;No;1;13;Contributor A;3;7;9;3;4;6;4;1;5; ;4949;2;4;3;4;99;36;0;0;1;1;1;1;3;3;2;2;3;1
EMPLID0031172;40;Temporary;35;Male;Married;MsC;Business Administration;Travel_Rarely;1;Local Branch;1;Call center agent;27096;Yes;No;1;12;Contributor B;7;6;12;2;3;10;9;1;7; ;813;4;2;2;2;25;14;0;0;1;3;2;1;5;1;2;2;3;1
EMPLID0031173;40;Temporary;24;Male;Single;BsC;Business Administration;Travel_Rarely;24;Local Branch;1;Call center agent;43164;Yes;No;4;22;Contributor A;7;8;10;2;3;8;7;1;2; ;432;4;4;3;2;50;36;0;0;1;1;2;1;5;3;2;2;3;2
EMPLID0031175;40;Permanent;28;Female;Married;High school diploma;Finance & Economics;Travel_Rarely;12;Local Branch;1;Call center agent;30180;Yes;Yes;2;11;Contributor A;80;1;16;4;2;16;15;0;0; ;0;3;4;3;1;16;75;1;1;1;1;2;1;1;1;1;1;3;4
EMPLID0031177;40;Permanent;26;Male;Married;MsC;Business Administration;Travel_Rarely;3;Local Branch;1;Call center agent;53040;Yes;No;4;22;Contributor B;8;1;13;2;3;13;12;0;7; ;1591;1;2;4;4;87;42;0;0;1;3;2;1;5;1;2;1;3;1
EMPLID0031179;40;Permanent;30;Male;Married;BsC;Marketing & Sales;Travel_Rarely;10;Local Branch;2;Branch Representative;78936;Yes;No;3;18;Contributor B;6;1;10;3;3;10;3;1;4; ;3947;3;1;2;4;90;45;0;0;1;3;1;1;3;1;2;1;3;2
EMPLID0031180;40;Permanent;40;Female;Married;Associate's degree;Business Administration;Travel_Frequently;26;Local Branch;2;Financial Advisor;53064;Yes;Yes;2;13;Contributor B;7;3;21;3;1;6;5;0;0; ;4245;3;4;2;4;96;28;0;1;1;3;5;3;5;1;1;1;3;3
EMPLID0031182;40;Permanent;35;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;2;Head office;3;Marketeer;123288;Yes;No;3;18;Contributor B;2;2;15;2;4;7;1;6;4; ;11096;3;2;2;3;57;16;0;0;1;3;3;1;1;2;2;1;2;2
EMPLID0031184;40;Permanent;34;Male;Single;BsC;Business Administration;Travel_Frequently;1;Head office;2;IT developer;64116;Yes;No;4;20;Contributor A;5;0;14;3;3;13;9;4;9; ;5129;4;3;2;4;76;1;0;0;1;1;4;3;5;3;2;1;2;2
EMPLID0031185;40;Permanent;35;Male;Married;MsC;Other;Travel_Frequently;4;Local Branch;1;Call center agent;28512;Yes;No;1;13;Contributor B;5;1;13;2;4;13;12;2;2; ;0;4;2;2;3;75;41;0;0;1;3;2;3;2;1;2;1;3;1
EMPLID0031188;40;Permanent;43;Female;Single;BsC;Marketing & Sales;Travel_Rarely;9;Local Branch;2;Branch Representative;64152;Yes;No;1;13;Contributor A;8;8;21;2;2;18;17;1;3; ;3208;1;2;1;1;0;50;1;0;1;1;1;1;3;3;1;1;3;2
EMPLID0031190;40;Permanent;32;Female;Divorced;High school diploma;Finance & Economics;Non-Travel;2;Head office;1;Office Support function;33924;Yes;No;3;12;Key Talent;4;1;16;3;3;16;15;0;0; ;0;3;3;3;4;78;27;0;0;1;2;6;2;1;2;1;1;2;4
EMPLID0031191;40;Permanent;56;Female;Divorced;MsC;IT & Operations;Travel_Rarely;4;Management;5;Team Manager;239316;Yes;No;1;13;Contributor B;5;4;38;2;3;15;14;4;2; ;38291;4;4;3;2;25;49;0;0;1;3;8;1;4;2;1;1;1;1
EMPLID0031192;40;Permanent;29;Female;Married;High school diploma;Business Administration;Travel_Rarely;6;Local Branch;1;Call center agent;37572;Yes;No;3;13;Contributor B;7;1;10;5;3;10;5;0;8; ;0;2;1;3;4;85;27;0;0;1;3;2;1;5;1;1;1;3;4
EMPLID0031193;40;Permanent;19;Male;Single;Associate's degree;Finance & Economics;Travel_Rarely;9;Local Branch;1;Financial Advisor;30624;Yes;No;4;25;Contributor A;8;1;9;4;3;9;8;0;0; ;306;3;3;3;3;65;17;0;0;1;1;5;1;1;3;2;1;3;3
EMPLID0031195;40;Permanent;45;Female;Married;BsC;Business Administration;Travel_Rarely;7;Local Branch;1;Financial Advisor;53724;Yes;Yes;3;19;Contributor B;6;4;13;2;2;9;8;0;2; ;0;1;3;3;3;74;15;0;1;1;3;5;1;5;1;1;1;3;2
